id_participant,id_onesignal,api_phone_survey_url,api_read_key,api_read_url,api_watch_survey_url,api_write_key,api_write_url,app_bundle_build_number,app_bundle_build_version,app_bundle_name,app_one_signal_app_id,location_change,pss_reminder_days,pss_reminder_enabled,pss_reminder_time,q_comfort_behavioral,q_comfort_heatintensity,q_comfort_heatstress,q_comfort_heatsymptoms,q_comfort_humidity,q_comfort_ind-activity,q_comfort_out-activity,q_comfort_preference,q_comfort_sensation,q_comfort_sun,q_comfort_wind,q_environment_shade,q_general_location_area,q_general_location_change,q_general_location_envi,q_indoor_condition,si_ios_version,si_iphone_battery_charge_state,si_iphone_cellular_signal_strength,si_iphone_device_id,si_iphone_location_service_enabled,si_iphone_low_battery_mode_enabled,si_iphone_model,si_iphone_wifi_signal_strength,si_watch_battery_charge_state,si_watch_cellular_signal_strength,si_watch_connected_to_phone,si_watch_device_id,si_watch_location_service_enabled,si_watch_model,si_watch_wifi_signal_strength,si_watchos_version,timestamp_lambda,transmit_trigger,ts_HRV,ts_HRV_lambda,ts_HRV_trigger,ts_altitude,ts_altitude_lambda,ts_altitude_trigger,ts_audio_exposure_environment,ts_audio_exposure_environment_lambda,ts_audio_exposure_environment_trigger,ts_audio_exposure_headphones,ts_audio_exposure_headphones_lambda,ts_audio_exposure_headphones_trigger,ts_heart_rate,ts_heart_rate_lambda,ts_heart_rate_trigger,ts_latitude,ts_latitude_lambda,ts_latitude_trigger,ts_location_accuracy_horizontal,ts_location_accuracy_vertical,ts_location_acquisition_method,ts_location_floor,ts_location_source_device,ts_longitude,ts_longitude_lambda,ts_longitude_trigger,ts_oxygen_saturation,ts_oxygen_saturation_lambda,ts_oxygen_saturation_trigger,ts_resting_heart_rate,ts_resting_heart_rate_lambda,ts_resting_heart_rate_trigger,ts_stand_time,ts_stand_time_lambda,ts_stand_time_trigger,ts_step_count,ts_step_count_lambda,ts_step_count_trigger,ts_timestamp_location,ts_walking_distance,ts_walking_distance_lambda,ts_walking_distance_trigger,ws_HRV,ws_HRV_lambda,ws_HRV_trigger,ws_altitude,ws_altitude_lambda,ws_altitude_trigger,ws_audio_exposure_environment,ws_audio_exposure_environment_lambda,ws_audio_exposure_environment_trigger,ws_audio_exposure_headphones,ws_audio_exposure_headphones_lambda,ws_audio_exposure_headphones_trigger,ws_heart_rate,ws_heart_rate_lambda,ws_heart_rate_trigger,ws_latitude,ws_latitude_lambda,ws_latitude_trigger,ws_location_accuracy_horizontal,ws_location_accuracy_vertical,ws_location_acquisition_method,ws_location_floor,ws_location_source_device,ws_longitude,ws_longitude_lambda,ws_longitude_trigger,ws_oxygen_saturation,ws_oxygen_saturation_lambda,ws_oxygen_saturation_trigger,ws_resting_heart_rate,ws_resting_heart_rate_lambda,ws_resting_heart_rate_trigger,ws_stand_time,ws_stand_time_lambda,ws_stand_time_trigger,ws_step_count,ws_step_count_lambda,ws_step_count_trigger,ws_survey_count,ws_survey_count_lambda,ws_survey_count_trigger,ws_timestamp_location,ws_timestamp_start,ws_walking_distance,ws_walking_distance_lambda,ws_walking_distance_trigger,wss_goal,wss_participation_days,wss_participation_time_end,wss_participation_time_start,wss_reminder_enabeled,wss_reminder_interval,wss_time_out,wss_title
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.760590Z,location_change,,,,,,,,,,,,,90.0,2024-01-21T12:54:46.760590Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.349825Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,2024-01-21T12:13:20.349825Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.265957Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,2024-01-21T12:54:46.265957Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:22.665310Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,2024-01-21T12:13:22.665310Z,watch_survey,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.564576Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,2024-01-21T12:54:46.391855Z,location_change,,48.19488080409428,2024-01-21T12:54:46.564576Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:21.799424Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,2024-01-21T12:13:21.799424Z,watch_survey,,,,,,48.19488080409428,2024-01-21T12:13:20.824615Z,watch_survey,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.754668Z,location_change,,,,,,,,,,,,,86.0,2024-01-21T12:54:46.754668Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.344174Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,2024-01-21T12:13:20.344174Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.558132Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2024-01-21T12:54:46.385298Z,location_change,,9.135634031665177,2024-01-21T12:54:46.558132Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:21.793208Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2024-01-21T12:13:21.793208Z,watch_survey,,,,,,9.135634031665177,2024-01-21T12:13:20.818300Z,watch_survey,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.747753Z,location_change,,,,,,,,,,,,,80.0,2024-01-21T12:54:46.747753Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.337065Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,2024-01-21T12:13:20.337065Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.741761Z,location_change,42.28626640749492,2024-01-21T12:54:46.208660Z,location_change,,,,,,,,,,87.0,2024-01-21T12:54:46.741761Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:21.755194Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.28626640749492,2024-01-21T12:13:21.755194Z,watch_survey,,,,,,,,,,87.0,2024-01-21T12:13:20.331099Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.734754Z,location_change,,,,,,,,,,,,,88.0,2024-01-21T12:54:46.734754Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.321728Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,2024-01-21T12:13:20.321728Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.726606Z,location_change,,,,,,,,,,,,,85.0,2024-01-21T12:54:46.726606Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.315979Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,2024-01-21T12:13:20.315979Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.709200Z,location_change,,,,,,,,,,,,,94.0,2024-01-21T12:54:46.709200Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.309216Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,2024-01-21T12:13:20.309216Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.703561Z,location_change,,,,,,,,,,,,,93.0,2024-01-21T12:54:46.703561Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.302611Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,2024-01-21T12:13:20.302611Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.696027Z,location_change,,,,,,,,,,,,,95.0,2024-01-21T12:54:46.696027Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.295829Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,2024-01-21T12:13:20.295829Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.259315Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,2024-01-21T12:54:46.259315Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:22.659374Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,2024-01-21T12:13:22.659374Z,watch_survey,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.253693Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,2024-01-21T12:54:46.253693Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:22.652615Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,2024-01-21T12:13:22.652615Z,watch_survey,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.690165Z,location_change,,,,,,,,,,,,,88.0,2024-01-21T12:54:46.690165Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.290064Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,2024-01-21T12:13:20.290064Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.552287Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2024-01-21T12:54:46.379283Z,location_change,,10.449218877552994,2024-01-21T12:54:46.552287Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:21.786585Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2024-01-21T12:13:21.786585Z,watch_survey,,,,,,10.449218877552994,2024-01-21T12:13:20.811263Z,watch_survey,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.683624Z,location_change,,,,,,,,,,,,,77.0,2024-01-21T12:54:46.683624Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.283362Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,2024-01-21T12:13:20.283362Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.545690Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2024-01-21T12:54:46.372886Z,location_change,,12.36423448633832,2024-01-21T12:54:46.545690Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:21.780938Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2024-01-21T12:13:21.780938Z,watch_survey,,,,,,12.36423448633832,2024-01-21T12:13:20.805388Z,watch_survey,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.677323Z,location_change,,,,,,,,,,,,,81.0,2024-01-21T12:54:46.677323Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.274377Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,2024-01-21T12:13:20.274377Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.540160Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2024-01-21T12:54:46.367412Z,location_change,,10.990430654523152,2024-01-21T12:54:46.540160Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:21.773872Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2024-01-21T12:13:21.773872Z,watch_survey,,,,,,10.990430654523152,2024-01-21T12:13:20.793739Z,watch_survey,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.668632Z,location_change,,,,,,,,,,,,,82.0,2024-01-21T12:54:46.668632Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.267764Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,2024-01-21T12:13:20.267764Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.532299Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2024-01-21T12:54:46.361260Z,location_change,,1.3738038318151666,2024-01-21T12:54:46.532299Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:21.767531Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2024-01-21T12:13:21.767531Z,watch_survey,,,,,,1.3738038318151666,2024-01-21T12:13:20.788033Z,watch_survey,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.657109Z,location_change,,,,,,,,,,,,,79.0,2024-01-21T12:54:46.657109Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.261995Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,2024-01-21T12:13:20.261995Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.650772Z,location_change,,,,,,,,,,,,,73.0,2024-01-21T12:54:46.650772Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.255418Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,2024-01-21T12:13:20.255418Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.645396Z,location_change,,,,,,,,,,,,,77.0,2024-01-21T12:54:46.645396Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.249420Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,2024-01-21T12:13:20.249420Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:54:46.638877Z,location_change,,,,,,,,,,,,,82.0,2024-01-21T12:54:46.638877Z,location_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-21T12:13:20.241777Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,2024-01-21T12:13:20.241777Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse01,14b1dad3-7e2b-4f1e-af6d-25f82941caa7,,,,,,,,,,,,,,,,,,,,Sitting,,Warmer,,,,,Yes,I did not change my location,Indoor,Air conditioned,,,,,,,,,,,,,,,,,2024-01-21T12:13:18.564630Z,watch_survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.531782150268555,2024-01-21T12:13:18.564630Z,watch_survey,,,,,,,,,,1.2976395367458913,2024-01-21T12:13:18.564630Z,watch_survey,35.0,29.902706146240234,GPS,0.0,Apple Watch,103.777005432547,2024-01-21T12:13:18.564630Z,watch_survey,,,,,,,,,,,,,8.0,2024-01-21T12:13:18.564630Z,watch_survey,2024-01-21T20:12:58.937+0800,2024-01-21T20:12:58.915+0800,,,,,,,,,,,Outdoor Comfort - Heat Stress
