,X,Y,Shortname,STREET_CarPark_percent,STREET_CarPark_distance,STREET_CourtTrack_percent,STREET_CourtTrack_distance,STREET_Path_percent,STREET_Path_distance,STREET_Road_percent,STREET_Road_distance,STREET_Walkway_percent,STREET_Walkway_distance,BLDandVEG_Sun_h,BLDandVEG_SkyExp,VEG_Tree_Height,VEG_TypeA_percent,VEG_TypeB_percent,VEG_TypeC_percent,VEG_TypeD_percent,VEG_TypeE_percent,VEG_Turf_percent,VEG_Shrub_percent,BLD_percent,BLD_Height,Terrain_height,VEG_TypeA_distance,VEG_TypeB_distance,VEG_TypeC_distance,VEG_TypeD_distance,VEG_TypeE_distance,VEG_Turf_distance,VEG_Shrub_distance
0,21090.276586402833,31446.6082202518,WS76,0.3502,0.13776,0.0,121.95448716000001,0.0,21.895744072000003,0.31120000000000003,1.0222369102,0.0974,0.651852975,0.8,9.4314834,48.206336,0.9975401522,0.0170975238,0.0,0.509,0.0,0.492,0.0,0.0,0.0,24.996696199999995,0.0,2.6693237848,6.903046216599999,0.33548951699999996,4.882615014600001,0.0,44.523451684
1,21018.301426509606,31316.750821084304,WS60,0.0,26.368921898000004,0.0,233.1844187,0.0,40.373938164,0.0,6.582767306799999,0.0,31.881048314000004,1.0,6.492687200000001,19.454594,0.0,0.0052833253999999994,0.0,0.0,0.0,0.202,0.0,0.29,16.5401164,34.4078312,11.887889454,2.1065155212,7.2917300346000005,10.8965206732,15.883103946,0.9131599418,13.7610930736
2,21066.835035387994,31298.582161710525,WS62,0.0,64.37546415,0.0,205.80356293999998,0.0,91.251007916,0.0,21.2215631,0.0,80.337986256,1.8,11.224076,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.08180000000000001,1.0,0.0,37.547951,63.634201856000004,44.561606598000004,39.76289585799999,29.811385046000005,28.945287508,0.0,1.2387522696000002
3,21039.589702962014,31247.48616768063,WS03,0.0,54.972401768,0.0,261.29574482000004,0.0,89.120003346,0.4718,0.02326,0.0,60.140512890000004,1.6,8.863144,0.0,0.0,0.0,0.0,0.0048000000000000004,0.027600000000000003,0.086,0.0,0.548,38.268177,37.041089,47.455893184000004,47.535387134000004,42.23767735,4.6830989852,3.9517909696,2.4160464763999996,49.86934762200001
4,21036.026652162036,31177.437048831704,WS75,0.0,54.784100288000005,0.0,319.04842956,0.0,20.861798708000002,0.1048,1.3620177251999999,0.0,101.047820892,3.0,18.9390042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6420000000000001,18.182039800000002,35.557390000000005,33.157814124,25.756953787999997,27.684180765999997,20.637182648,26.025345086000005,24.544936052000004,56.71231912400001
5,20997.720468220257,31187.013786965726,WS73,0.0,22.527222271999996,0.0,334.88164548000003,0.0,17.38614888,0.0,10.840518456,0.0,74.874828414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.1060694,31.828376400000003,30.091217924,7.495829185199999,8.532869448000001,15.485036661999999,16.339393230000002,16.487221368,83.55034571
6,21256.096492669923,31289.079173346792,WS61,0.6759999999999999,0.0,0.0,127.32632956,0.0,44.440510844,0.0,56.35031108,0.0,55.182916123999995,2.0,8.6846182,11.7017038,0.0,0.0,0.0,0.1634,0.06820000000000001,0.10800000000000001,0.0,0.11599999999999999,0.0,25.933699,7.344509990400001,9.362325529,38.591860106,0.6638976776,2.1385465526,1.5032793638,80.54748508
7,21315.797958237774,31495.288894853828,WS29,0.0,11.1980499332,0.0,62.890645856000006,0.0,14.196946472799999,0.21939999999999998,0.5006355724,0.0016,4.315878185,3.6,20.9048442,0.0,0.14315111260000002,0.0,0.0,0.19519999999999998,0.1122,0.9600000000000002,0.0,0.0,0.0,11.9803754,2.2654124232,10.532992056000001,25.59455122,1.1567556207999998,0.6889410474,0.0,45.166651512
8,21464.1008030461,31340.6795693464,WS25,0.0,18.332144264,0.0,182.27359056,0.0,22.41928042,0.6336,0.0,0.0,4.702167880399999,1.0,9.6843292,21.6826734,0.22212131360000004,0.11390230620000001,0.0,0.0,0.0,0.316,0.0,0.0,0.0,23.289319,0.291080978,0.2880523654,6.2840298652,4.2838403646000005,6.9550195188,0.0,64.53594036799998
9,21255.13412190791,31069.35579654786,WS11,0.0,8.0426941968,0.0,345.22618226,0.0,7.068071888,0.1636,1.2081069162,0.38680000000000003,0.0,6.8,26.4489134,12.313657000000001,0.0,0.0,0.0,0.124,0.0222,0.018,0.0,0.0,0.0,40.9644208,5.4829144706,15.341941533599998,16.708303994,1.0697270226,2.2759370403999997,2.9619020486000003,21.669374733999998
10,21224.081972606575,30990.33971316231,WS06,0.0,67.398288618,0.0,423.61014866000005,0.0,9.6327400186,0.5706,0.0,0.1462,0.5210166896,0.0,8.9725252,46.55615339999999,0.7530078774,0.0029412186,0.0,0.0,0.0,0.9960000000000001,0.0,0.0,0.0,32.700026,0.0,3.9182695088000004,30.96774997,4.146530362199999,8.5397700744,0.0,72.917215138
11,21131.705693417585,30803.75784992503,WS72,0.0,72.65028574200001,0.0,256.60153776000004,0.0,15.995487036,0.0,52.00724639,0.0,66.56979221599998,0.0,0.0,0.0,0.0,0.004318758000000001,0.0,0.0,0.0,0.144,0.0,0.954,46.41749420000001,28.948743200000003,20.839385802000002,2.238742084,45.72043480800001,11.3600796032,8.2780161098,1.262202878,117.4192621
12,21109.82313756549,30693.891155536105,WS48,0.3194,0.778595221,0.0,176.40560724,0.0,31.233861628,0.0,23.950065386,0.0,22.442706132,2.4,23.7755762,19.087344,0.0737837172,0.0663310792,0.0,0.3008,0.0318,0.9879999999999999,0.0,0.0,0.0,26.516968000000002,2.6802943058,0.7245780124,7.452477677199999,0.1423214926,1.2478013566,0.0,34.262777188
13,20960.70207936861,30623.35909940595,WS42,0.0,64.75688720000001,0.0,60.844596428,0.17099999999999999,0.0,0.0,61.455674097999996,0.0,76.37790407199999,0.6,14.1111136,10.8178626,0.0,0.1913935366,0.015600000000000003,0.0,0.0,0.758,0.0,0.0,0.0,10.7282156,51.538941918,0.0,1.7486861576000003,8.1074346708,15.149494530000002,0.0,44.851501442
14,21294.580617412874,30807.104351163343,WS33,0.5177999999999999,0.0,0.0,244.76657136,0.0,18.260639348,0.0,41.612524142,0.0,5.7137937039999995,5.0,36.498592200000004,35.7449702,0.0,0.169328174,0.0,0.06420000000000001,0.0,0.302,0.0,0.0,0.0,35.761333,20.443310142,0.0,14.891205414000002,1.2507546,6.780420401399999,0.46045851660000003,49.178903546
15,21432.48679000491,30548.11257404051,WS67,0.013000000000000001,2.7457713396,0.0,74.05439177400001,0.0,38.860250326,0.0,29.157730877999995,0.0,22.36850091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.732578000000004,12.9674468,34.406580206,23.562779128,42.945088471999995,8.6397036758,13.7094832388,39.663624998,4.1355370688
16,21455.76841862611,30524.99082251101,WS32,0.0,8.259175106799999,0.0,85.88118910400001,0.0,5.845403016800001,0.26639999999999997,0.3466183182,0.32300000000000006,0.23392,0.4,4.8001264,4.939946,0.0,0.0,0.0,0.755,0.06,0.0,0.0,0.916,11.3465156,11.1601046,24.208629846,11.324189084,17.687660956000002,0.0,0.8296809952,11.3817490508,21.354311522000003
17,21475.886980120267,30879.869442485076,WS31,0.0,63.568642074,0.0,378.30364742,0.0,34.244844994000005,0.348,0.03088,0.1766,0.0,4.4,40.638500199999996,7.9544922,0.0,0.0,0.0,0.328,0.0,0.048,0.0,0.0,0.0,27.9773548,89.92163862,7.749143332,30.036838902,0.5593497582,9.166172485599999,3.1623469012000003,57.521899882
18,21626.528010440386,30753.766382770053,WS09,0.0,73.071747922,0.0,356.13476588,0.0,42.554431642000004,0.0,27.541653637999996,0.0,33.201444732,0.4,4.083087000000001,10.3872388,0.0,0.0947774962,0.0,0.008,0.0,0.0,0.0,0.43200000000000005,22.838546799999996,33.575481,28.621146416,0.9101941626000001,37.584217464,5.39570584,13.047150030000001,58.83095068,36.524336207999994
19,21961.733980904788,30589.699044464327,WS47,0.0,238.65922848,0.0,70.37703650399999,0.0,78.464325846,0.0548,2.6520511116,0.089,1.7418151074000001,0.0,4.903119800000001,53.113185599999994,0.8938002236000001,0.24999977420000002,0.3888,0.484,0.0,0.0,0.0,0.0,0.0,29.346355200000005,0.0,0.0,0.0,0.0,6.520872178199999,29.6585732,55.264492976
20,22166.82948879752,30425.380453267408,WS36,0.0,101.288142584,0.0,126.55907539999998,0.0,12.564410718000001,0.0,24.224078560000002,0.0,22.698142374000003,3.0,20.9876848,0.0,0.0,0.0,0.13340000000000002,0.0,0.0,0.6399999999999999,0.0,0.30599999999999994,18.9772912,38.0836726,17.151708122,36.052651886,2.2059923433999997,4.0187319324,18.12035003,0.0527994888,15.949442496
21,22160.607366818887,30380.33237295651,WS13,0.0,140.871509,0.0,82.569896172,0.0,22.361214299999997,0.692,0.0,0.0,5.774975282000001,7.2,33.438531,6.6594162,0.0,0.0,0.0,0.1736,0.063,0.086,0.0,0.78,0.0,28.746040400000005,23.74591263,39.356663266,18.652213404,0.5632104098,0.9194044553999999,1.1511959294,13.4339166844
22,22176.909473331623,30278.569969838994,WS65,0.0,224.13863529999998,1.0,0.0,0.0,23.13353189,0.0,47.754120369999995,0.0,105.59208912,7.6,49.7344022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.886682799999999,124.72105938,11.7869560382,24.898528274,10.95035154,13.662063555999998,15.024338814,28.896973686000003
23,22358.94096690277,30434.322064624328,WS14,0.0,67.432830228,0.0,178.05172416,0.0,76.504151788,0.7118,0.0,0.0,9.401314336999999,1.0,6.448088,0.0,0.0,0.0,0.0,0.0408,0.0,0.126,0.0418,0.6679999999999999,36.0165534,41.2533828,31.63708221,10.228757494800002,16.879879774,2.0430809286,3.9031529498,0.8198426451999999,2.8379620074000003
24,21843.42123368443,31151.167743536622,WS18,0.0,151.26114492000002,0.4568,0.3111837248,0.0,15.844178668000001,0.013800000000000002,3.3787146371999994,0.0,40.762895365999995,10.2,62.1803484,0.0,0.0,0.0,0.0,0.0,0.0,0.41400000000000003,0.0,0.0,0.0,14.8936116,41.512437104,30.727104222,18.958504909999995,16.279675211999997,15.334729114000002,0.427317984,393.39138924
25,21789.133768570406,31167.832573610365,WS39,0.0,201.12027718,1.0,0.0,0.0,3.6792196417999996,0.0,27.476914899999997,0.0,31.424904369999997,7.0,43.2150208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6354648,21.277011366,15.959872352,9.2126457932,9.32434228,7.0254183454,7.148389949,397.45434581999996
26,22047.530518092564,31211.75839436293,WS24,0.0,41.363268956,0.0,115.42716364,0.0,99.879786316,0.0,127.58326366000001,0.0,123.91471573999999,4.0,46.201813800000004,9.825247000000001,0.0,0.0,0.0,0.1518,0.3386,0.914,0.0,0.0,0.0,15.796096,6.869715633000001,7.541952017,63.501970717999995,0.1304315876,0.0,0.0,442.65677114
27,22149.806157592164,31167.526291624785,WS50,0.7188000000000001,0.0,0.0,216.94776462,0.0,89.45379957999998,0.0,67.19074293599999,0.0,50.627492502,2.8,25.622902,20.357234,0.234064702,0.040895896599999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.131675999999999,1.2373507376,1.7140366372000002,12.885923994,12.9701878302,2.9270643186000003,67.84535146200001,430.2266960200001
28,21969.44391250956,30990.5107501916,WS37,0.5128,0.0,0.0,165.30202476,0.0,109.31874024000001,0.0,38.099334954,0.0,55.968548256,1.0,17.5945302,27.930804799999997,0.0,0.2181822592,0.0,0.0,0.030400000000000003,0.0,0.0,0.0,0.0,18.5000082,37.146992002000005,0.0,33.096865957999995,7.654941301799999,1.4582126402,66.521482284,213.87744544000003
29,22051.830920579858,30900.965450859876,WS68,0.0,69.72407272199999,0.0,240.81277394000003,0.0,148.10910336,0.2384,1.741112417,0.0,138.47107546,0.8,8.0034462,0.0,0.0,0.0186444464,0.0,0.0,0.0,0.0,0.0,0.708,69.76303060000001,30.9855152,68.97746631,2.1207929757999997,57.217690652,15.376825970000002,34.75951575199999,102.77936956200001,146.9613969
30,22082.91677818405,31006.088346456665,WS17,0.0,5.7270691847999995,0.0,218.59326428,0.0,58.552568696,0.29440000000000005,0.48901395799999997,0.0,40.097510888,1.8,11.5525682,20.758837399999997,0.0,0.0,0.4516,0.0,0.0,0.0,0.0,0.162,0.0,19.162427400000002,14.046598429,9.483368475999999,0.0,7.5205741214,7.0552495554000005,70.97841222000001,255.91797484
31,22245.700610693355,30916.088071738654,WS69,0.0,69.099114564,0.0,312.70317878000003,0.0,132.44496438000002,0.0,6.190597599,0.0,9.489854163999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.792493,23.015214399999998,54.686373677999995,57.186704494000004,15.900308418,14.539653608,13.1299492386,113.94265333999999,302.67151084
32,22192.289275268246,30786.860293918395,WS16,1.0,0.0,0.0,178.79690498,0.0,57.260165484000005,0.032600000000000004,3.3510142158000003,0.0,109.65958375999999,3.0,18.3530826,34.533159,0.0,0.23052554560000002,0.0,0.0,0.0,0.0,0.0,1.0,35.461724,39.98483280000001,10.064743034200001,0.0,114.22530346,8.3356112096,9.650139198,98.55757741,180.3909155
33,21843.81410470898,30795.205029526274,WS56,0.0,172.8456168,0.0,232.14510424,0.0,34.874032375999995,0.1692,1.016775736,0.0,95.467415972,1.6,8.784284,45.0064378,0.0278494974,0.0287676422,0.0,0.146,0.0,0.088,0.0,0.0,0.0,64.00319040000001,3.1190902362,0.8820696271999999,7.783020923,1.013048161,1.831083748,1.7222522089999999,78.51305009000001
34,21305.389115426107,32295.23229256933,WS77,0.0,602.9622078799999,0.0,725.0597674600001,0.0,12.219753011,0.0,19.800018186,0.0,30.168963331999997,0.0,0.0,18.5405164,0.0,0.0,0.0,0.3842,0.0,0.0,0.0,1.0,80.217378,21.6900564,82.377590404,10.397290162,10.9709913184,0.0,10.1979725852,15.170573418,844.2380745
