id,timestamp,latitude,longitude,horizontal_accuracy,msl_altitude,ellipsoid_altitude,vertical_accuracy,story,speed,speed_accuracy,course,course_accuracy,is_simulated_by_software,is_produced_by_accessory,was_imported
1,1708396002,1.2972255331924,103.7709686023,35.0,30.1930084228516,36.8032126426697,20.6751365661621,,,,,,0,0,0
2,1708396005,1.2972255331924,103.7709686023,35.0,30.1930084228516,36.8032126426697,20.6751365661621,,,,,,0,0,0
3,1708396007,1.29728705036418,103.770986047811,35.0,30.1306476593018,36.7408518791199,11.2544841766357,,,,,,0,0,0
4,1708396056,1.29726365439731,103.770989616399,35.0,30.1777958869934,36.7880001068115,13.1943778991699,,,,,,0,0,0
5,1708396062,1.29726365439731,103.770989616399,35.0,30.1777958869934,36.7880001068115,13.1943778991699,,,,,,0,0,0
6,1708396108,1.29726053202439,103.771047643163,35.0,30.175018787384,36.7852230072021,9.40751838684082,,,,,,0,0,0
7,1708396173,1.29737191535958,103.771102156161,35.1470645268729,30.1879644393921,36.7981686592102,14.4253854751587,,,,,,0,0,0
8,1708396195,1.29721472243479,103.771006959109,35.0,30.2656717300415,36.8758759498596,11.0845909118652,,,,,,0,0,0
9,1708396265,1.29719345582797,103.770948065513,35.0,30.232506275177,36.8427104949951,17.8312931060791,,,,,,0,0,0
10,1708396278,1.29710390735702,103.770897096442,35.0,30.1295104026794,36.7397146224976,20.7418251037598,,,,,,0,0,0
11,1708396285,1.29720206387863,103.770962211494,35.0,30.1086134910584,36.7188177108765,20.8770618438721,,,,,,0,0,0
12,1708396291,1.29729836432361,103.771043174779,35.0,30.1670622825623,36.7772665023804,20.7199535369873,,,,,,0,0,0
13,1708396298,1.29718806413453,103.770948955542,35.0,30.2014670372009,36.811671257019,20.9545211791992,,,,,,0,0,0
14,1708396304,1.2971868147175,103.770890774396,40.0,30.2130823135376,36.8232865333557,20.9324836730957,,,,,,0,0,0
15,1708396310,1.29713319326134,103.770969245189,35.0,30.2195897102356,36.8297939300537,20.9253177642822,,,,,,0,0,0
16,1708396317,1.29719447796115,103.770971189798,35.0,30.1382026672363,36.7484068870544,19.3240776062012,,,,,,0,0,0
17,1708396323,1.29726365763762,103.771022691113,35.0,29.8210349082947,36.4312391281128,20.4878883361816,,,,,,0,0,0
18,1708396329,1.29721837939199,103.771004515557,35.0,29.9585218429565,36.5687260627747,20.4851207733154,,,,,,0,0,0
19,1708396336,1.29718468816104,103.770905652238,40.0,30.033703327179,36.6439075469971,20.7969417572021,,,,,,0,0,0
20,1708396342,1.29722941796858,103.770968337087,35.0,30.0340142250061,36.6442184448242,27.7630367279053,,,,,,0,0,0
21,1708396348,1.2971052091894,103.770916880999,39.6666666666667,29.7213654518127,36.3315696716309,20.4091377258301,,,,,,0,0,0
22,1708396360,1.2971278878264,103.770937798258,35.0,29.608811378479,36.2190155982971,20.3746356964111,,,,,,0,0,0
23,1708396367,1.29721916501556,103.770973382568,35.0,30.0201210975647,36.6303253173828,20.7817878723145,,,,,,0,0,0
24,1708396373,1.29715743155719,103.770965232574,35.0,30.2119483947754,36.8221526145935,20.8849697113037,,,,,,0,0,0
25,1708396380,1.29721125676815,103.770942389932,35.0,30.156635761261,36.7668399810791,20.9234428405762,,,,,,0,0,0
26,1708396405,1.29726624389118,103.770944647545,35.0,30.0738859176636,36.6840901374817,14.3970432281494,,,,,,0,0,0
27,1708396411,1.29730079413032,103.771097739958,35.0,30.156641960144,36.7668461799622,18.8981266021729,,,,,,0,0,0
28,1708396417,1.29711811144959,103.771004232605,35.0,30.0554738044739,36.665678024292,18.8836479187012,,,,,,0,0,0
29,1708396424,1.2971152283248,103.771127698708,35.0,30.1384749412537,36.7486791610718,20.3804874420166,,,,,,0,0,0
30,1708396430,1.29704664331097,103.770977314437,35.0,30.0372776985168,36.647481918335,20.5872955322266,,,,,,0,0,0
31,1708396436,1.29727789480686,103.771103298456,35.0,30.7077107429504,37.3179149627686,19.9007987976074,,,,,,0,0,0
32,1708396442,1.29736432986942,103.771098294363,35.0,31.0367851257324,37.6469893455505,20.4049472808838,,,,,,0,0,0
33,1708396448,1.29725732980591,103.771062062494,35.0,31.1878452301025,37.7980494499207,20.5965213775635,,,,,,0,0,0
34,1708396454,1.29737560521015,103.771109857259,47.6666666666667,31.1877737045288,37.7979779243469,24.7617034912109,,,,,,0,0,0
35,1708396458,1.29761668602372,103.771209633302,36.4811328952909,31.163628578186,37.7738327980042,17.1014308929443,,,,,,0,0,0
36,1708396461,1.29764866434343,103.771243741453,41.4447609676485,31.2153558731079,37.825560092926,18.0029335021973,,,,,,0,0,0
37,1708396463,1.29767727577063,103.771326716676,35.0,31.2506756782532,37.8608798980713,15.5316324234009,,,,,,0,0,0
38,1708396469,1.29767326669346,103.771341430047,21.8381187609261,31.3349637987525,37.9451680185706,20.7985460626432,,1.66568410396576,2.92253886487261,61.1358676490061,59.4330924435477,0,0,0
39,1708396477,1.29765633636566,103.771319306791,15.6840331885359,28.4794500720361,35.0896542918542,9.38314769491972,,0.538568198680878,0.739371427242356,62.9375449694205,54.5642857001728,0,0,0
40,1708396487,1.2976574126261,103.771371744169,16.6654675047599,28.4381605098024,35.0483647296205,12.2868080739647,,1.26287245750425,0.784199973130366,107.215764697382,29.6084700825102,0,0,0
41,1708396502,1.29765228783556,103.771251298021,14.3263756065152,28.4778309119865,35.0880351318046,9.95870449788253,,0.247804660980165,1.09879428743357,,,0,0,0
42,1708396527,1.29769895769825,103.771244893865,14.5149334530892,28.1230501402169,34.7332543600351,9.68181492012163,,0.00696209811315493,1.19048399268404,127.828736278773,180.0,0,0,0
43,1708396541,1.29771764949367,103.771202235002,14.4976594858073,28.4673249749467,35.0775291947648,9.70766206296242,,0.0625558659616759,1.8077024521277,127.828724272112,180.0,0,0,0
44,1708396587,1.29770717946935,103.771530610372,35.0,27.3478584289551,33.9580626487732,34.2445106506348,,,,,,0,0,0
45,1708396589,1.29772531087672,103.77134300537,24.4658860569702,32.6909720944241,39.3011763142422,9.03222731189029,,0.498505749043305,1.76567910101289,,,0,0,0
46,1708396590,1.29772153076563,103.771333645562,18.5981952999034,29.9393356489018,36.5495398687199,9.31531018782487,,0.0356558112173366,1.3611362068783,,,0,0,0
47,1708396591,1.29771520111113,103.771408742535,14.7246623652802,29.8807954397053,36.4909996595234,9.49943707734634,,0.0,1.34717995512289,,,0,0,0
48,1708396600,1.29774458263762,103.771460816462,14.4854158322237,28.5390900960192,35.1492943158373,9.72592213945095,,0.262687215694579,2.72115346127074,36.6569980649678,180.0,0,0,0
49,1708396606,1.29778859862106,103.771498671222,14.8207334409671,28.6176568856463,35.2278611054644,9.58737580837671,,0.0,1.44024659980065,36.6569981189932,180.0,0,0,0
50,1708396623,1.29783111889178,103.771557606397,35.0,28.7778553962708,35.3880596160889,21.5346641540527,,,,,,0,0,0
51,1708396624,1.29785939802159,103.771570682518,19.5912925587383,29.0014852872118,35.6116895070299,9.23456859315802,,1.17466709476047,3.65465032527481,40.0894248250562,163.066293617902,0,0,0
52,1708396629,1.29790470571908,103.771600543994,16.6510990267643,28.5113284708932,35.1215326907113,9.34088316592118,,1.42412897110211,2.35731896087208,40.6304168812363,78.4170663794226,0,0,0
53,1708396635,1.29795040196188,103.771630541555,21.7896929539372,28.8822058029473,35.4924100227654,8.98331017287996,,1.28172337954353,3.97728863394183,39.3482354475092,134.370367219054,0,0,0
54,1708396649,1.29788384476787,103.77158712135,35.0,26.8725218772888,33.4827260971069,30.7170791625977,,,,,,0,0,0
55,1708396661,1.29785495212243,103.77154910324,35.0,29.9248113632202,36.5350155830383,21.3249263763428,,,,,,0,0,0
56,1708396712,1.29783155603542,103.771573053941,35.0,30.8392338752747,37.4494380950928,20.0870323181152,,,,,,0,0,0
