id,timestamp,latitude,longitude,horizontal_accuracy,msl_altitude,ellipsoid_altitude,vertical_accuracy,story,speed,speed_accuracy,course,course_accuracy,is_simulated_by_software,is_produced_by_accessory,was_imported
1,1708497998,1.29727963023457,103.770928552342,35.0,29.659038066864,36.2692422866821,14.912407875061,,,,,,0,0,0
2,1708498003,1.29727963023457,103.770928552342,35.0,29.659038066864,36.2692422866821,14.912407875061,,,,,,0,0,0
3,1708498004,1.29731646386805,103.770919910677,35.0,29.9938721656799,36.604076385498,9.9739294052124,,,,,,0,0,0
4,1708498005,1.29727090613476,103.77093417669,35.0,29.9780950546265,36.5882992744446,9.46456718444824,,,,,,0,0,0
5,1708498020,1.29733582731743,103.770916930523,35.0,29.9644684791565,36.5746726989746,9.02610301971436,,,,,,0,0,0
6,1708498025,1.2972733085339,103.770933583952,35.0,29.9538145065308,36.5640187263489,8.6433687210083,,,,,,0,0,0
7,1708498030,1.29732024947802,103.770921311274,35.0,29.9948830604553,36.6050872802734,7.26609420776367,,,,,,0,0,0
8,1708498036,1.2973422948342,103.77091523228,35.0,30.0202126502991,36.6304168701172,6.53930997848511,,,,,,0,0,0
9,1708498042,1.29727941326508,103.770936033939,35.0,30.0509934425354,36.6611976623535,6.11785316467285,,,,,,0,0,0
10,1708498048,1.2973393838653,103.770917707038,35.0,30.0944046974182,36.7046089172363,5.99451971054077,,,,,,0,0,0
11,1708498054,1.29733363277768,103.77091841596,35.0,30.1622986793518,36.7725028991699,5.76866722106934,,,,,,0,0,0
12,1708498060,1.29733474847524,103.770918439463,35.0,30.1896805763245,36.7998847961426,5.56656551361084,,,,,,0,0,0
13,1708498066,1.29733155578932,103.770920927503,35.0,30.2345223426819,36.8447265625,5.38432502746582,,,,,,0,0,0
14,1708498072,1.2973467323292,103.770927049622,35.0,30.2507081031799,36.860912322998,5.21889209747314,,,,,,0,0,0
15,1708498078,1.29734586322809,103.77092970614,35.0,30.2723145484924,36.8825187683105,5.06783390045166,,,,,,0,0,0
16,1708498133,1.29730286871253,103.770937150287,35.0,30.541974067688,37.1521782875061,20.2428169250488,,,,,,0,0,0
17,1708498139,1.29737757180219,103.770906081878,35.0,30.8223481178284,37.4325523376465,20.4140796661377,,,,,,0,0,0
18,1708498140,1.29728179178043,103.77094016761,35.0,30.4447684288025,37.0549726486206,15.096941947937,,,,,,0,0,0
19,1708498145,1.29737810480779,103.770905718602,35.0,30.7205147743225,37.3307189941406,18.796142578125,,,,,,0,0,0
20,1708498146,1.29720311085858,103.770918427455,35.0,30.0560922622681,36.6662964820862,14.4280490875244,,,,,,0,0,0
21,1708498148,1.2971233783814,103.770921825893,35.0,29.8299851417541,36.4401893615723,15.9431762695313,,,,,,0,0,0
22,1708498166,1.29733530833696,103.770908056267,35.0,29.4743428230286,36.0845470428467,18.6409282684326,,,,,,0,0,0
23,1708498167,1.2972909412772,103.770945099142,35.0,29.3637671470642,35.9739713668823,13.3725004196167,,,,,,0,0,0
24,1708498172,1.29739266372491,103.770907488677,35.0,30.0410370826721,36.6512413024902,18.4871406555176,,,,,,0,0,0
25,1708498173,1.2972806950775,103.770949819673,35.0,29.7106914520264,36.3208956718445,14.4498872756958,,,,,,0,0,0
26,1708498178,1.29737873494596,103.770906441549,35.0,30.2632508277893,36.8734550476074,18.6070289611816,,,,,,0,0,0
27,1708498179,1.29729712129798,103.770951472908,35.0,30.091564655304,36.7017688751221,16.2997703552246,,,,,,0,0,0
28,1708498184,1.29712016665364,103.77090184318,39.6666666666667,30.0915627479553,36.7017669677734,16.2997703552246,,,,,,0,0,0
29,1708498190,1.29705714326721,103.770890948514,39.6666666666667,30.0915627479553,36.7017669677734,16.2997703552246,,,,,,0,0,0
30,1708498191,1.29718794948527,103.770945126947,35.0,29.8892865180969,36.499490737915,14.959584236145,,,,,,0,0,0
31,1708498197,1.29708809912479,103.770904168242,39.6666666666667,29.6426072120666,36.2528114318848,19.0585918426514,,,,,,0,0,0
32,1708498205,1.29707257542112,103.770898103028,39.6666666666667,29.418879032135,36.0290832519531,20.4268474578857,,,,,,0,0,0
33,1708498206,1.297206783448,103.77094204093,35.0,29.3744730949402,35.9846773147583,17.3148155212402,,,,,,0,0,0
34,1708498212,1.29709200820189,103.770900310776,39.6666666666667,29.3745827674866,35.9847869873047,24.1072044372559,,,,,,0,0,0
35,1708498220,1.29707467820954,103.770897029272,39.6666666666667,29.3350338935852,35.9452381134033,20.9253559112549,,,,,,0,0,0
36,1708498221,1.29718979328102,103.77095101136,35.0,29.3251576423645,35.9353618621826,17.5956344604492,,,,,,0,0,0
37,1708498227,1.2970862364892,103.770903034293,39.6666666666667,29.3169503211975,35.9271545410156,19.801326751709,,,,,,0,0,0
38,1708498233,1.29708300992264,103.770906808454,39.6666666666667,29.2931523323059,35.903356552124,19.6346263885498,,,,,,0,0,0
39,1708498234,1.29719763162964,103.770964941275,35.0,29.2932572364807,35.9034614562988,16.9006156921387,,,,,,0,0,0
40,1708498240,1.29708261791398,103.770898404564,39.6666666666667,29.2932000160217,35.9034042358398,19.6058788299561,,,,,,0,0,0
41,1708498246,1.29707963985392,103.770898709548,39.6666666666667,29.2624974250793,35.8727016448975,19.5942211151123,,,,,,0,0,0
42,1708498247,1.29723325117636,103.770971256405,35.0,29.2698755264282,35.8800797462463,16.865701675415,,,,,,0,0,0
43,1708498252,1.29713046974706,103.77092246244,39.6666666666667,29.306013584137,35.9162178039551,19.1522521972656,,,,,,0,0,0
44,1708498253,1.29722529056319,103.770981173057,35.0,29.4621033668518,36.0723075866699,16.1430511474609,,,,,,0,0,0
45,1708498258,1.29715376458551,103.770941062752,37.807215221717,29.429621219635,36.0398254394531,16.7909412384033,,,,,,0,0,0
46,1708498265,1.2970843417686,103.770907554284,39.6666666666667,29.3640084266663,35.9742126464844,19.1325931549072,,,,,,0,0,0
47,1708498271,1.29708851148937,103.770902700087,39.6666666666667,29.2911438941956,35.9013481140137,19.5257625579834,,,,,,0,0,0
48,1708498272,1.29724461167104,103.770976103959,35.0,29.3208699226379,35.9310741424561,16.8510417938232,,,,,,0,0,0
49,1708498277,1.29709198951218,103.770902249935,39.6666666666667,29.3363919258118,35.9465961456299,19.2794284820557,,,,,,0,0,0
50,1708498278,1.2971865290538,103.770931345548,35.0,29.312958240509,35.9231624603271,16.6896724700928,,,,,,0,0,0
51,1708498286,1.29707162444485,103.770893259771,39.6666666666667,29.2888512611389,35.899055480957,20.4762496948242,,,,,,0,0,0
52,1708498291,1.29710123080737,103.770914556635,39.6666666666667,29.2972111701965,35.9074153900146,19.2204971313477,,,,,,0,0,0
53,1708498292,1.29718034675193,103.770943698163,35.0,29.3625044822693,35.9727087020874,16.6310901641846,,,,,,0,0,0
54,1708498300,1.29707068231473,103.770893433581,39.6666666666667,29.3235421180725,35.9337463378906,20.5316257476807,,,,,,0,0,0
55,1708498307,1.29708282813935,103.770899296581,39.6666666666667,29.2483887672424,35.8585929870605,20.0217609405518,,,,,,0,0,0
56,1708498308,1.29720951809954,103.77104318504,35.0,29.228588104248,35.8387923240662,17.0893974304199,,,,,,0,0,0
57,1708498314,1.29708656763518,103.770917595151,39.6666666666667,29.2100205421448,35.8202247619629,19.6598587036133,,,,,,0,0,0
58,1708498320,1.29707343510393,103.77088596374,39.6666666666667,29.2182240486145,35.8284282684326,19.5983924865723,,,,,,0,0,0
59,1708498321,1.29720088095202,103.770977108289,35.0,29.2230925559998,35.8332967758179,16.8859539031982,,,,,,0,0,0
60,1708498327,1.29708738270439,103.770906841608,39.6666666666667,29.2273011207581,35.8375053405762,19.6014442443848,,,,,,0,0,0
61,1708498333,1.29707458665223,103.770895016007,39.6666666666667,29.2021412849426,35.8123455047607,19.6096534729004,,,,,,0,0,0
62,1708498334,1.29718939003051,103.770949803949,35.0,29.2089161872864,35.8191204071045,16.887731552124,,,,,,0,0,0
63,1708498340,1.29708512981481,103.770901095167,39.6666666666667,29.2151913642883,35.8253955841064,19.6690807342529,,,,,,0,0,0
64,1708498346,1.29707858271305,103.770902654274,39.6666666666667,29.2431530952454,35.8533573150635,19.6122608184814,,,,,,0,0,0
65,1708498347,1.29710103917803,103.770962816741,35.0,29.2462677955627,35.8564720153809,16.8814315795898,,,,,,0,0,0
66,1708498353,1.29706887764632,103.770900612076,39.6666666666667,29.2485413551331,35.8587455749512,19.6000175476074,,,,,,0,0,0
67,1708498359,1.29708992146313,103.770901111555,39.6666666666667,29.2333378791809,35.843542098999,19.593843460083,,,,,,0,0,0
68,1708498360,1.29714302883554,103.770950266242,35.0,29.2131443023682,35.8233485221863,16.8639812469482,,,,,,0,0,0
69,1708498366,1.29707481586769,103.770898245721,39.6666666666667,29.1942105293274,35.8044147491455,19.5939769744873,,,,,,0,0,0
70,1708498372,1.29708523873353,103.770898088395,39.6666666666667,29.2544102668762,35.8646144866943,19.5971164703369,,,,,,0,0,0
71,1708498373,1.29714388550694,103.770938399868,35.0,29.3119487762451,35.9221529960632,16.8652172088623,,,,,,0,0,0
72,1708498379,1.29707499050666,103.770899143443,39.6666666666667,29.3649754524231,35.9751796722412,19.596736907959,,,,,,0,0,0
73,1708498427,1.29720670498087,103.770965688441,35.0,29.383246421814,35.9934506416321,9.0512752532959,,,,,,0,0,0
